pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgement
888	Una niña está levantando un uniforme azul con su brazo .	La chica del uniforme azul y blanco está animando	3.2	NEUTRAL
889	Una chica con uniforme azul levanta el brazo .	La chica del uniforme azul y blanco está animando	3.3	NEUTRAL
892	La gente está en una playa llena de arena junto al océano y disfruta de un día soleado	La gente está en una playa llena de arena junto al mar y disfruta de un día lleno de sol .	4.8	ENTAILMENT
893	La gente está lejos de una playa llena de arena junto al océano y está sufriendo el día soleado	La gente está en una playa llena de arena junto al océano y disfruta de un día soleado	2.9	NEUTRAL
895	La gente está lejos de una playa llena de arena junto al océano y está sufriendo el día soleado	Un montón de gente está en la orilla	2.8	NEUTRAL
898	La gente está en una playa llena de arena junto al océano y disfruta de un día soleado	Un montón de gente está en la orilla	3.8	ENTAILMENT
902	El hombre está haciendo un caballito con una motocicleta en un campo que es mayormente estéril	El hombre está haciendo un caballito con una motocicleta en el suelo que es en su mayoría estéril .	4.4	ENTAILMENT
904	El hombre está haciendo un caballito con una motocicleta en el suelo que es en su mayoría estéril .	El hombre está en un terreno casi árido , filmando un caballito hecho con una motocicleta .	3.5	NEUTRAL
906	Un hombre con un mono azul está realizando valientemente un caballito en una motocicleta	El hombre se baja de una motocicleta al suelo , que es en su mayor parte estéril .	3.5	NEUTRAL
908	Un hombre con un mono azul está realizando valientemente un caballito en una motocicleta	El hombre está haciendo un caballito con una motocicleta en el suelo que es en su mayoría estéril .	4.1	NEUTRAL
909	Un hombre con un mono azul no puede realizar un caballito en una motocicleta	El hombre está haciendo un caballito con una motocicleta en el suelo que es en su mayoría estéril .	3.4	NEUTRAL
910	El hombre está haciendo un caballito con una motocicleta en el suelo que es en su mayoría estéril .	Un valiente intérprete está haciendo un caballito con una motocicleta sobre un hombre con un mono azul	3.6	NEUTRAL
915	Dos personas discuten cerca de una multitud .	Dos personas se besan cerca de una multitud .	3.0	NEUTRAL
917	Dos personas se besan apasionadamente cerca de una multitud	Una mujer está siendo besada por un hombre .	4.0	NEUTRAL
920	Dos personas se besan cerca de una multitud .	Una dama está siendo besada por un hombre .	4.1	NEUTRAL
922	Dos personas se besan cerca de una multitud .	Una mujer está siendo besada por un hombre .	4.0	NEUTRAL
927	La joven está soplando una burbuja enorme .	La joven está soplando una burbuja que es muy pequeña .	3.7	CONTRADICTION
931	La joven está soplando una burbuja enorme .	La chica con una camisa roja teñida no está soplando una burbuja .	3.3	NEUTRAL
932	Una burbuja estalló , tiñendo de rojo la camisa de la niña .	La joven está soplando una burbuja enorme .	3.0	NEUTRAL
935	Un niño pequeño está descalzo y pasa por un charco lleno de barro	Un niño pequeño lleva botas verdes y juega en un charco lleno de barro	3.5	NEUTRAL
936	Un niño pequeño lleva botas verdes y juega en un charco lleno de barro	Unas botas verdes en un charco lleno de barro son atacadas por un niño juguetón con una bufanda	3.0	NEUTRAL
940	Un niño pequeño lleva botas verdes y juega en un charco lleno de barro	Un niño salta a un charco en la calle .	3.8	NEUTRAL
943	Un niño salta a un charco en la calle .	Un niño lleva botas de goma verde y juega en un charco lleno de barro	4.2	NEUTRAL
944	Un niño pequeño está descalzo y pasa por un charco lleno de barro	Un niño salta a un charco en la calle .	2.9	NEUTRAL
945	Unas botas verdes en un charco lleno de barro son atacadas por un niño juguetón con una bufanda	Un niño salta a un charco en la calle .	2.6	NEUTRAL
948	Dos niños pequeños duermen en un carro , que es realmente pequeño	Dos niños pequeños comen corndogs en un carro , que es realmente pequeño	3.4	NEUTRAL
949	Dos niños pequeños están comiendo en un vagón muy pequeño lleno de corndogs	Dos niños pequeños comen corndogs en un carro , que es realmente pequeño	3.9	NEUTRAL
950	Dos niños pequeños están comiendo corndogs	Dos niños pequeños están comiendo corndogs	4.9	ENTAILMENT
953	Dos niños pequeños comen corndogs en un carro , que es realmente pequeño	Dos niños pequeños están comiendo corndogs	4.5	ENTAILMENT
956	Algunos corndogs están siendo devorados por dos niños pequeños que están en una carreta , que es realmente pequeña	Dos niños pequeños están comiendo corndogs	4.3	ENTAILMENT
957	Dos niños pequeños duermen en un carro , que es realmente pequeño	Dos niños pequeños están comiendo corndogs	1.6	NEUTRAL
959	Dos niños pequeños comen corndogs en un carro , que es realmente pequeño	Dos niños pequeños están comiendo corndogs	4.3	ENTAILMENT
960	Un hombre con una camisa teñida de púrpura está mirando a un hombre con una camisa negra que está haciendo una mueca	Un hombre con una camisa teñida de púrpura está mirando a un hombre con una camisa negra que está haciendo una cara que parece divertida	5.0	ENTAILMENT
961	Un hombre con una camisa teñida de púrpura se aleja de un hombre con una camisa negra , que habla en serio .	Un hombre con una camisa teñida de púrpura está mirando a un hombre con una camisa negra que está haciendo una mueca	3.4	ENTAILMENT
962	Un hombre con una camisa teñida de púrpura está mirando a un hombre con una camisa negra que está haciendo una mueca	Un hombre con una camisa morada está tiñendo otra camisa negra , que tiene a un hombre mirando a un perro con una cara graciosa pintada en ella .	3.0	NEUTRAL
963	Un hombre en una pose está siendo observado divertido por otro hombre	Un hombre que hace una pose está siendo observado por otro hombre .	4.6	ENTAILMENT
967	Un hombre con una camisa teñida de púrpura está mirando a un hombre con una camisa negra que está haciendo una mueca	No hay ningún hombre en pose siendo observado por otro hombre .	3.6	NEUTRAL
970	Un hombre que hace una pose está siendo observado por otro hombre .	Un hombre con una camisa teñida de púrpura se aleja de un hombre con una camisa negra , que habla en serio .	2.8	NEUTRAL
973	Un caballo arroja al vaquero con pantalones de color azul y rojo .	El vaquero con pantalones azules y rojos es arrojado por un caballo	4.9	ENTAILMENT
975	Un caballo arroja al vaquero con pantalones de color azul y rojo .	El vaquero lanza los pantalones azules y rojos hacia el caballo .	2.9	NEUTRAL
978	Un hombre está cubriendo un caballo salvaje que cae sobre la pista	Un hombre se cae de un caballo en una pista y es tendido en la naturaleza	3.0	NEUTRAL
979	Un hombre se cae abruptamente de un caballo en una pista trazada en la naturaleza	Un caballo arroja al vaquero con pantalones de color azul y rojo .	3.4	NEUTRAL
984	Un hombre se cae de un caballo en una pista y es tendido en la naturaleza	El vaquero lanza los pantalones azules y rojos hacia el caballo .	2.2	NEUTRAL
985	Un hombre se cae de un caballo en una pista y es tendido en la naturaleza	Un caballo arroja al vaquero con pantalones de color azul y rojo .	2.7	NEUTRAL
989	El hombre y el niño están parados al pie de las escaleras , que están al aire libre .	Un hombre y un niño están parados al pie de unas escaleras , que están al aire libre .	5.0	ENTAILMENT
991	El hombre y el niño están parados al pie de las escaleras , que están al aire libre .	El hombre está parado al aire libre y el niño se cae al pie de las escaleras .	3.3	NEUTRAL
994	Un adulto está en el anfiteatro y está hablando con un niño .	El hombre está parado al aire libre y el niño se cae al pie de las escaleras .	2.0	NEUTRAL
996	No hay ningún adulto en el anfiteatro hablando con un niño .	El hombre y el niño están parados al pie de las escaleras , que están al aire libre .	2.2	NEUTRAL
998	El hombre y el niño están parados al pie de las escaleras , que están al aire libre .	Un adulto está en el anfiteatro y está hablando con un niño .	1.8	NEUTRAL
1000	Un niño con una camisa roja está frente a una larga pared azul y está levantando una ceja sospechosamente a la cámara .	Un niño con una camisa roja está detrás de una pared azul larga y está bajando una ceja , mirando a la cámara .	4.0	NEUTRAL
1002	No hay ningún niño parado frente al edificio azul en el espacio reservado para personas discapacitadas	Un niño está parado frente al edificio azul en el espacio reservado para personas discapacitadas	4.1	CONTRADICTION
1004	Un niño con una camisa roja está frente a una larga pared azul y está levantando una ceja sospechosamente a la cámara .	No hay ningún niño parado frente al edificio azul en el espacio reservado para personas discapacitadas	2.0	NEUTRAL
1007	Un niño con una camisa roja está frente a una larga pared azul y está levantando una ceja sospechosamente a la cámara .	Un niño está parado frente al edificio azul en el espacio reservado para personas discapacitadas	2.4	NEUTRAL
1008	Los jinetes están montando a caballo en el campo , que es completamente verde	Los jinetes son caballos de carreras en el campo , que es completamente verde .	4.7	ENTAILMENT
1009	Los jinetes son caballos de carreras en el campo , que es completamente verde .	Los jinetes están frenando a sus caballos en el campo , que es completamente verde	4.2	NEUTRAL
1010	El campo verde para las carreras de caballos está completamente lleno de jinetes	Los jinetes son caballos de carreras en el campo , que es completamente verde .	4.0	ENTAILMENT
1016	Algunos corredores furiosos en la hierba verde están gritando a los caballos que saltan un obstáculo	Los jinetes son caballos de carreras en el campo , que es completamente verde .	2.8	NEUTRAL
1018	Algunos caballos corren furiosamente sobre la hierba verde y saltan un obstáculo .	Los jinetes están frenando a sus caballos en el campo , que es completamente verde	3.0	NEUTRAL
1019	Algunos caballos corren furiosamente sobre la hierba verde y saltan un obstáculo .	El campo verde para las carreras de caballos está completamente lleno de jinetes	3.9	NEUTRAL
1021	Una mujer lleva gafas de sol de gran tamaño y sostiene periódicos en ambas manos	La mujer lleva gafas de sol de gran tamaño y sostiene periódicos en ambas manos .	5.0	ENTAILMENT
1022	Una mujer lleva gafas de sol de gran tamaño y sostiene periódicos en ambas manos	No hay ninguna mujer con gafas de sol de gran tamaño y sosteniendo periódicos en ambas manos	3.8	CONTRADICTION
1026	Una anciana lleva una camisa con un estampado de rosas y lleva dos periódicos con torpeza .	Una mujer lleva gafas de sol de gran tamaño y sostiene periódicos en ambas manos	3.6	NEUTRAL
1028	Una anciana lleva una camisa estampada de rosas y lleva torpemente dos periódicos	La mujer lleva gafas de sol de gran tamaño y sostiene periódicos en ambas manos .	3.5	NEUTRAL
1029	Una anciana lleva una camisa estampada de rosas y lleva torpemente dos periódicos	No hay ninguna mujer con gafas de sol de gran tamaño y sosteniendo periódicos en ambas manos	3.0	NEUTRAL
1031	Una anciana lleva una camisa estampada de rosas y lleva torpemente dos periódicos	Una mujer lleva gafas de sol de gran tamaño y sostiene periódicos en ambas manos	3.8	NEUTRAL
1033	Una persona que practica snowboard cae del aire .	Una persona que está practicando snowboard salta al aire .	3.5	NEUTRAL
1037	El snowboarder está saltando sobre la nieve blanca	Un salto sobre la nieve blanca es muy atractivo para los practicantes de snowboard .	3.2	NEUTRAL
1038	El snowboarder salta sin miedo sobre la nieve blanca	Una persona que está practicando snowboard salta al aire .	3.9	ENTAILMENT
1043	Un saltador en práctica lanza la tabla de snowboard de una persona al aire .	El snowboarder está saltando sobre la nieve blanca	2.8	NEUTRAL
1044	El snowboarder está saltando sobre la nieve blanca	Una persona que está practicando snowboard salta al aire .	4.1	ENTAILMENT
1045	Un perro está cerca de una bola de color rojo , que está en el aire .	Un perro está cerca de la bola roja en el aire .	4.9	ENTAILMENT
1046	Un perro está cerca de la bola roja en el aire .	Un perro está lejos de la bola roja en el aire .	3.6	CONTRADICTION
1047	Un perro salta en el aire para atrapar una bola roja .	Un perro está cerca de la bola roja en el aire .	4.2	NEUTRAL
1048	Un perro , que es pequeño , juega incansablemente sobre la hierba verde	Un perro , que es pequeño , está jugando en la hierba verde .	4.7	ENTAILMENT
1049	Un perro , que es pequeño , está jugando en la hierba verde .	Un perro , que es pequeño , se está quedando sin hierba verde .	3.9	NEUTRAL
1050	Un perro , que es pequeño , está jugando en la hierba verde .	Un niño pequeño está jugando con un perro de juguete verde en el césped	2.8	NEUTRAL
1052	Un perro , que es pequeño , se está quedando sin hierba verde .	Un perro está cerca de la bola roja en el aire .	2.6	NEUTRAL
1053	Un perro está cerca de la bola roja en el aire .	Un niño pequeño está jugando con un perro de juguete verde en el césped	1.8	NEUTRAL
1054	Un perro , que es pequeño , está jugando en la hierba verde .	Un perro está cerca de una bola de color rojo , que está en el aire .	2.4	NEUTRAL
1055	Un perro está lejos de la bola roja en el aire .	Un perro , que es pequeño , está jugando en la hierba verde .	2.0	NEUTRAL
1057	Un perro está cerca de la bola roja en el aire .	Un perro , que es pequeño , está jugando en la hierba verde .	2.7	NEUTRAL
1061	Un hombre conduce una moto en el evento relacionado con el motocross	Una persona está montando una motocicleta en el evento relacionado con el motocross .	4.4	ENTAILMENT
1064	La persona está montando una motocicleta en una pista de arena .	Un hombre conduce una moto en el evento relacionado con el motocross	3.6	NEUTRAL
1065	No hay persona conduciendo una moto en el evento relacionado con el motocross	La persona está montando una motocicleta en una pista de arena .	3.565	NEUTRAL
1068	Una persona está montando una motocicleta en el evento relacionado con el motocross .	La persona no está montando una motocicleta en una pista de arena .	3.3	NEUTRAL
1069	Un motociclista está saltando sobre una persona en una pista de arena	Una persona está montando una motocicleta en el evento relacionado con el motocross .	3.3	NEUTRAL
1074	La joven con una camisa rosa está recostada pacíficamente en la hierba	La joven con una camisa rosa no está tumbada tranquilamente en el césped	4.5	CONTRADICTION
1076	Una niña lleva una camisa rosa con letras blancas y está tumbada en el césped	La joven con una camisa teñida de rosa está recostada pacíficamente en la hierba	4.1	NEUTRAL
1080	La joven con una camisa rosa está recostada pacíficamente en la hierba	Una niña está desnuda y está de pie sobre la hierba .	3.3	NEUTRAL
1082	Un perro de gran tamaño corre sobre el césped con una pelota de tenis en la boca	Un perro grande corre sobre el césped con una pelota de tenis en la boca	4.7	ENTAILMENT
1083	No hay un perro grande corriendo sobre el césped con una pelota de tenis en la boca .	Un perro grande corre sobre el césped con una pelota de tenis en la boca	3.5	CONTRADICTION
1084	Un perro grande corre sobre el césped con una pelota de tenis en la boca	Se está utilizando una pelota de tenis grande para enseñar a un perro a correr en el césped y atraparlo con la boca .	3.8	NEUTRAL
1087	Un perro , que es grande y gris , lleva una pelota en la boca y corre por la hierba .	Una bola grande y gris golpea a un perro que corre , que lleva hierba en la boca	3.1	NEUTRAL
1088	Un perro grande corre sobre el césped con una pelota de tenis en la boca	Un perro , que es grande y gris , lleva con dificultad una pelota en la boca y corre por el césped	4.2	NEUTRAL
1090	Una bola grande y gris golpea a un perro que corre , que lleva hierba en la boca	Un perro grande corre sobre el césped con una pelota de tenis en la boca	2.45	NEUTRAL
1091	Un perro , que es grande y gris , lleva una pelota en la boca y corre por la hierba .	Un perro de gran tamaño corre sobre el césped con una pelota de tenis en la boca	4.2	NEUTRAL
1092	Un perro , que es grande y gris , lleva una pelota en la boca y corre por la hierba .	No hay un perro grande corriendo sobre el césped con una pelota de tenis en la boca .	3.4	NEUTRAL
1093	Se está utilizando una pelota de tenis grande para enseñar a un perro a correr en el césped y atraparlo con la boca .	Un perro , que es grande y gris , lleva una pelota en la boca y corre por la hierba .	3.2	NEUTRAL
1094	Un perro , que es grande y gris , lleva una pelota en la boca y corre por la hierba .	Un perro grande corre sobre el césped con una pelota de tenis en la boca	4.4	ENTAILMENT
1097	Un hombre abre un paquete que contiene auriculares .	Un hombre que lleva auriculares está abriendo un paquete .	2.9	NEUTRAL
1099	No hay mujer montando a caballo	Una mujer monta un caballo	2.8	CONTRADICTION
1104	Un hombre que lleva auriculares está abriendo un paquete .	Una mujer monta un caballo	1.2	NEUTRAL
1105	Una mujer monta un caballo	Un hombre abre un paquete que contiene auriculares .	1.1	NEUTRAL
1109	Un hombre canta y toca la guitarra .	Un hombre canta una canción y toca la guitarra .	4.9	ENTAILMENT
1111	Un hombre canta una canción y toca la guitarra .	Un hombre abre un paquete que contiene auriculares .	1.2	NEUTRAL
1112	Un hombre abre un paquete que contiene auriculares .	No hay hombre cantando y tocando la guitarra	1.2	NEUTRAL
1115	Un hombre canta y toca la guitarra .	Un hombre que lleva auriculares está abriendo un paquete .	1.9	NEUTRAL
1122	No hay perro en patineta	Un perro está montando una patineta .	3.8	CONTRADICTION
1128	Un pez está cazando una tortuga en el mar .	Una tortuga marina está cazando peces .	3.9	NEUTRAL
1129	La tortuga sigue al pez rojo	La tortuga sigue al pez	4.6	ENTAILMENT
1133	Una tortuga marina está cazando peces .	La tortuga no sigue al pez	3.2	NEUTRAL
1135	La tortuga sigue al pez	Una tortuga marina está buscando comida .	3.9	NEUTRAL
1145	Una mujer está mojando un camarón rebozado	El coche lo conduce un hombre .	1.4	NEUTRAL
1147	Una mujer está mojando un camarón rebozado	Un hombre esta conduciendo un carro	1.0	NEUTRAL
1149	No hay hombre tocando la guitarra	Un hombre esta tocando una guitarra	2.8	CONTRADICTION
1153	No hay hombre tocando el piano	Un hombre esta tocando una guitarra	2.5	NEUTRAL
1154	Un hombre está tocando una guitarra debajo de una ventana .	Un hombre está tocando un piano	2.4	NEUTRAL
1155	No hay hombre tocando la guitarra	Un hombre está tocando un piano	3.2	NEUTRAL
1157	Una mujer está agregando ingredientes a un tazón grande .	Una mujer está agregando ingredientes a un cuenco .	4.6	ENTAILMENT
1161	Una mujer está rompiendo unos huevos en un recipiente .	Una mujer está agregando ingredientes a un cuenco .	4.3	NEUTRAL
1162	Una mujer está rompiendo unos huevos fuera de un tazón .	Una mujer está agregando ingredientes a un cuenco .	3.5	NEUTRAL
1165	Una mujer está rompiendo unos huevos en un bol	Una mujer está agregando ingredientes a un cuenco .	4.1	ENTAILMENT
1167	No hay mujer cortando una zanahoria	Una mujer está cortando una zanahoria	4.1	CONTRADICTION
1169	No hay mujer cortando papa	Una mujer está cortando una papa	3.9	CONTRADICTION
1175	Una mujer está cocinando gambas	Una mujer está hirviendo camarones	4.1	NEUTRAL
1179	Una mujer está hirviendo camarones	Una mujer arregla su cabello	1.2	NEUTRAL
1180	Una mujer está hirviendo camarones	No hay mujer peinándose	1.0	NEUTRAL
1182	Una mujer no hierve camarones	Una mujer se está peinando	1.5	NEUTRAL
1184	Un hombre y una mujer están caminando por una zona boscosa .	Un hombre y una mujer caminan por una zona boscosa .	4.5	ENTAILMENT
1188	Un hombre y una mujer caminan juntos por zonas boscosas .	Un hombre y una mujer caminan por una zona boscosa .	4.5	ENTAILMENT
1191	Un hombre y una mujer caminan juntos por el bosque .	Un hombre y una mujer caminan por una zona desértica .	3.8	NEUTRAL
1193	Un hombre está dando un discurso en un podio .	Un hombre está hablando en un podio	4.8	ENTAILMENT
1194	Un hombre está hablando en un podio	No hay ningún hombre hablando en un podio	3.0	CONTRADICTION
1195	Un hombre está hablando en un podio	Un podio es donde un hombre está hablando	4.8	ENTAILMENT
1196	Un hombre se está derrumbando en un escenario frente a una multitud .	Un hombre habla en un escenario	3.4	NEUTRAL
1200	Un hombre está hablando en un podio	No hay hombre hablando en un escenario	3.4	NEUTRAL
1202	Un hombre está dando un discurso en un podio .	Un hombre habla en un escenario	4.1	NEUTRAL
1205	Un hombre habla en un escenario	Un hombre está hablando en un podio	4.3	NEUTRAL
1206	Una mujer está hablando por un dispositivo telefónico .	Una mujer está hablando por un teléfono	4.7	ENTAILMENT
1207	Una mujer no habla por teléfono .	Una mujer está hablando por un teléfono	3.5	CONTRADICTION
1212	Una mujer está hablando por un dispositivo telefónico .	Dos niños están hablando por teléfono .	2.5	NEUTRAL
1213	Una mujer no habla por teléfono .	Dos niños están hablando por teléfono .	2.8	NEUTRAL
1214	Una mujer está hablando por un teléfono	Dos niños están hablando por teléfono .	3.1	NEUTRAL
1215	Un mono vadeando un pantano	Un mono vadeando un río	4.0	NEUTRAL
1219	Un pequeño mono está caminando en el río .	Un mono vadeando un pantano	3.9	NEUTRAL
1221	Un mono vadeando un río	Un pequeño mono camina por el agua .	4.3	NEUTRAL
1222	Un pequeño mono camina por el agua .	No hay mono vadeando por un pantano	3.7	NEUTRAL
1227	Un hombre está cortando un tomate	No hay hombre cortando un tomate	3.3	CONTRADICTION
1228	Un hombre está cortando un tomate rojo	Un hombre está cortando un bollo	3.2	NEUTRAL
1230	Un hombre está cortando un moño	Un hombre está cortando un tomate	2.9	NEUTRAL
1239	Una mujer baila y canta con otras mujeres .	Una mujer actúa bajo la lluvia .	3.4	NEUTRAL
1240	No hay mujer bailando y cantando bajo la lluvia	Una mujer baila y canta con otras mujeres .	3.1	NEUTRAL
1242	Una mujer está quitando la cáscara de una papa	Una mujer está pelando una papa	4.9	ENTAILMENT
1244	Un hombre está cortando un tomate rojo	Una mujer está cortando un tomate	3.1	NEUTRAL
1246	Una mujer está pelando una papa	Un hombre está cortando un tomate rojo	2.3	NEUTRAL
1248	Una mujer está quitando la cáscara de una papa	Una mujer está cortando un tomate	3.2	NEUTRAL
1249	Una mujer está cortando un tomate	No hay mujer pelando una papa	1.8	NEUTRAL
1251	Una mujer está amalgamando huevos	Una mujer está mezclando huevos	4.5	ENTAILMENT
1255	La mujer hambrienta esta comiendo	Una mujer está mezclando huevos	2.5	NEUTRAL
1259	la mujer esta comiendo	Una mujer está mezclando huevos	2.2	NEUTRAL
1268	Una banda está actuando en un escenario .	Una banda está tocando en el escenario	4.9	ENTAILMENT
1270	No hay hombre mezclando	Un hombre se esta mezclando	3.7	CONTRADICTION
1271	Un hombre está arreglando el jardín .	Un hombre está cortando el césped	3.0	NEUTRAL
1273	Un hombre se esta mezclando	Un hombre está arreglando el jardín .	1.5	NEUTRAL
1274	Un hombre se esta mezclando	Un hombre no está cortando el césped	1.9	NEUTRAL
1275	Un hombre agita una bebida	Un hombre está cortando el césped	1.6	NEUTRAL
1276	No hay hombre mezclando	Un hombre está cortando el césped	1.2	NEUTRAL
1280	Un hombre camina en un patio	Un hombre camina afuera	4.1	ENTAILMENT
1282	Un hombre esta bailando	Un hombre camina en un patio	2.2	NEUTRAL
1283	No hay hombre caminando afuera	Un hombre esta bailando	1.6	NEUTRAL
1284	Un hombre se mueve con gracia	Un hombre camina afuera	3.2	NEUTRAL
1287	Un gato negro se balancea en un ventilador .	Un gato se balancea en un ventilador .	4.5	ENTAILMENT
1291	Un gato se balancea en un ventilador .	Un gato está atrapado en un ventilador de techo que se está moviendo .	4.1	NEUTRAL
1292	Un gato está jugando con un ventilador de techo en movimiento .	Un gato se balancea en un ventilador .	4.635	ENTAILMENT
1293	Un gato negro se balancea en un ventilador .	Un gato está atrapado en un ventilador de techo en movimiento .	3.8	NEUTRAL
1294	Un gato está atrapado en un ventilador de techo en movimiento .	No hay ningún gato columpiándose en un ventilador	2.8	CONTRADICTION
1297	Un hombre toca la flauta	No hay hombre tocando la flauta	3.5	CONTRADICTION
1303	Un hombre toca la flauta	No hay hombre jugando futbol	1.3	NEUTRAL
1305	Un hombre está haciendo música con una flauta .	Un hombre esta jugando futbol	1.1	NEUTRAL
1308	Un hombre toca la flauta	Un hombre esta jugando futbol	1.7	NEUTRAL
1311	Una persona está realizando un truco de cartas .	Una persona está haciendo un truco con unas cartas .	4.8	ENTAILMENT
1317	Una persona está realizando un truco de cartas .	Un hombre está friendo una tortilla	1.0	NEUTRAL
1318	Un niño azota a un hombre con una espada de plástico .	Un niño azota a un hombre con un arma de juguete .	4.5	ENTAILMENT
1319	Un niño azota a un hombre con una espada de plástico .	Un niño azota a una mujer con una espada de plástico	3.5	NEUTRAL
1321	Un niño golpea a un hombre con una espada .	Un niño está golpeando a un hombre con un arma .	4.4	ENTAILMENT
1326	Un hombre golpea a un niño con una espada .	Un niño azota a un hombre con una espada de plástico .	3.5	NEUTRAL
1328	Un niño golpea a un hombre con una espada .	Un niño azota a una mujer con una espada de plástico	3.5	NEUTRAL
1329	Un niño golpea a un hombre con una espada .	Un hombre azota a un niño con una espada de plástico .	3.3	NEUTRAL
1335	La dama mide el tobillo de otra mujer .	Una mujer está siendo medida por otra mujer	4.4	ENTAILMENT
1336	La mujer mide a un hombre	La dama mide el tobillo de otra mujer .	3.0	NEUTRAL
1341	No hay ningún hombre haciendo una llamada telefónica	Un hombre está haciendo una llamada telefónica	3.4	CONTRADICTION
1342	Un hombre está hablando por un teléfono celular	Un hombre está haciendo una llamada en un teléfono celular .	4.8	ENTAILMENT
1344	Un hombre está hablando por un teléfono celular	Un hombre está haciendo una llamada telefónica	4.3	NEUTRAL
1345	Un hombre está colgando el teléfono	Un hombre está haciendo una llamada telefónica	3.8	NEUTRAL
1346	Un hombre está haciendo una llamada en un teléfono celular .	Un hombre esta hablando por telefono	4.2	NEUTRAL
1350	No hay perro rodando de lado a lado	Un perro está rodando de lado a lado .	3.8	CONTRADICTION
1352	No hay cachorro rodando	Un cachorro está rodando repetidamente de lado a lado sobre su espalda	3.8	CONTRADICTION
1354	Un perro está rodando de lado a lado .	No hay cachorro rodando	3.6	NEUTRAL
1355	Un cachorro está rodando repetidamente de lado a lado sobre su espalda	Un animal está rodando de lado a lado en un jardín .	4.1	NEUTRAL
1358	Una máquina está afilando un lápiz .	Se afila un lápiz	4.5	ENTAILMENT
1359	Una maquina afila un cuchillo	Una máquina está afilando un lápiz .	2.9	NEUTRAL
1361	La máquina no está afeitando un lápiz	La máquina está afeitando la punta de un lápiz .	3.8	CONTRADICTION
1365	Una maquina afila un cuchillo	La máquina está afeitando la punta de un lápiz .	2.1	NEUTRAL
1371	Un hombre está tocando un teclado	Un pianista toca el teclado	4.2	NEUTRAL
1372	Una persona no está tocando el teclado .	Un hombre está tocando un teclado	2.6	CONTRADICTION
1373	Un hombre está tocando un teclado en un parque	Una persona está tocando el teclado	4.3	ENTAILMENT
1376	Un hombre enjuaga un filete grande	Un hombre enjuaga un gran trozo de carne .	4.6	ENTAILMENT
1378	Un bistec está siendo enjuagado con agua por una persona .	Una persona enjuaga un bistec con agua .	5.0	ENTAILMENT
1379	Nadie enjuaga un bistec con agua .	Una persona enjuaga un bistec con agua .	4.0	CONTRADICTION
1380	Un bistec está siendo enjuagado con agua por una persona .	Un hombre enjuaga un filete grande	4.2	NEUTRAL
1381	Nadie enjuaga un bistec con agua .	Un hombre enjuaga un filete grande	3.8	CONTRADICTION
1384	Un hombre enjuaga un filete grande	Una persona enjuaga un bistec con agua .	4.6	NEUTRAL
1385	Una persona está picando una cebolla roja .	Una persona está cortando una cebolla	4.6	ENTAILMENT
1386	Una persona no está picando una cebolla	Una persona está cortando una cebolla	4.4	CONTRADICTION
1387	Una persona está montando una motocicleta vieja .	Una persona está montando una motocicleta	4.4	ENTAILMENT
1388	Una persona está montando una motocicleta	Una persona está parada cerca de una motocicleta .	3.3	CONTRADICTION
1389	Una persona está cortando una cebolla	Una persona está montando una motocicleta vieja .	1.1	NEUTRAL
1399	No hay hombre gritando	Un hombre esta llorando	2.1	NEUTRAL
1403	Un hombre está picando mantequilla en un recipiente	Un hombre está picando mantequilla en un recipiente	5.0	ENTAILMENT
1404	Un hombre corta mantequilla en un recipiente pequeño	Un hombre está picando mantequilla en un recipiente	4.8	ENTAILMENT
1405	Una gamba está siendo cortada por una mujer	Una mujer está cortando camarones	4.0	NEUTRAL
1407	Un hombre está picando mantequilla en un recipiente	Una gamba está siendo cortada por una mujer	2.3	NEUTRAL
1408	Una mujer no corta camarones	Un hombre está picando mantequilla en un recipiente	1.8	NEUTRAL
1409	Un hombre está picando mantequilla en un recipiente	Una mujer está cortando camarones	1.4	NEUTRAL
1414	Algunos hombres están aserrando	Los hombres están aserrando	4.8	ENTAILMENT
1415	Algunos hombres están aserrando	No hay hombres aserrando	3.9	CONTRADICTION
1417	Los hombres están aserrando troncos	No hay hombres aserrando	3.9	CONTRADICTION
1419	Algunos hombres están aserrando	Las mujeres están aserrando troncos	3.8	NEUTRAL
1421	Una mujer se lava los pies	Una mujer se cepilla los pies	3.7	NEUTRAL
1427	Una mujer está cortando una cebolla	Una mujer se lava los pies	1.0	NEUTRAL
1429	Una mujer se cepilla los pies	Una mujer está cortando una cebolla	1.2	NEUTRAL
1431	Un hombre esta tocando una guitarra	Un hombre no toca la guitarra	3.4	CONTRADICTION
1432	Un hombre está tocando un teclado	Un músico está tocando un teclado	4.2	ENTAILMENT
1434	Un hombre esta tocando una guitarra	Un músico está tocando un teclado	2.3	NEUTRAL
1435	No hay hombre tocando un teclado	Un hombre esta tocando una guitarra	2.7	NEUTRAL
1438	Un hombre esta tocando una guitarra	Un hombre está tocando un teclado	3.0	NEUTRAL
1444	Un hombre se ríe	Un hombre esta escupiendo	3.3	NEUTRAL
1446	No hay hombre escupiendo	Un hombre esta hablando	1.7	NEUTRAL
1448	Un hombre está extendiendo la masa	La masa está siendo esparcida por un hombre	4.8	ENTAILMENT
1453	Un hombre está extendiendo la masa	No hay mujer cortando carne con cuchillo	1.1	NEUTRAL
