pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgement
5051	Un hombre esta abriendo una puerta	No hay hombre abriendo una puerta	3.6	CONTRADICTION
5052	Un hombre está abriendo una puerta	Un hombre esta cortando una cebolla	1.2	NEUTRAL
5082	Una mujer está tocando el violín	No hay hombre tocando el piano	2.1	NEUTRAL
5110	Un chef está preparando comida .	Un chef está preparando una comida .	4.8	ENTAILMENT
5113	Dos timbres de sumo están peleando	Dos luchadores de sumo están luchando	4.0	ENTAILMENT
5119	Dos timbres de sumo están peleando	Un hombre está montando un juguete acuático en el agua .	1.0	NEUTRAL
5148	Un hombre está untando un trozo de pan con mantequilla	Una mujer está untando un trozo de pan con mantequilla	3.5	NEUTRAL
5203	La mujer pone pasta en un plato	Una mujer pone pasta en un plato	5.0	ENTAILMENT
5206	Una mujer está sacando una sustancia pegajosa de un recipiente	La mujer no pone pasta en un plato .	2.2	NEUTRAL
5310	No hay niña tocando la flauta	Una niña está tocando una flauta	3.6	CONTRADICTION
5349	Un hombre toca una flauta grande	Un hombre toca una flauta	4.3	ENTAILMENT
5352	Un hombre toca una flauta grande .	No hay hombre tocando la flauta	4.1	CONTRADICTION
5374	Un pulpo está siendo cortado por una mujer	Una mujer está cortando un pulpo .	5.0	ENTAILMENT
5454	Un hombre toca una flauta	Un hombre no toca la flauta	4.2	CONTRADICTION
5461	Una mujer toca la flauta	Un hombre toca una flauta	3.7	NEUTRAL
5498	Una mujer está cortando un limón	Una mujer está cortando fruta	4.2	ENTAILMENT
5540	Un grupo de personas baila en un espectáculo .	Un grupo de personas marcha	2.3	NEUTRAL
5588	Un cupcake está siendo comido por una niña .	Una niña está comiendo una magdalena	5.0	ENTAILMENT
5657	Una persona está comiendo en un restaurante .	Una persona esta haciendo una cama	1.2	NEUTRAL
5698	El cocinero está rociando queso sobre la pizza .	El hombre rocía queso sobre la pizza .	4.0	NEUTRAL
5706	Un hombre está recargando una escopeta .	Un hombre dispara una escopeta	3.7	NEUTRAL
5745	Un cachorro de tigre está jugando con una pelota .	Un bebé está jugando con una muñeca .	1.4	NEUTRAL
5747	Un bebé está jugando con un juguete	Un tigre bebé está jugando con una pelota .	3.2	NEUTRAL
5799	Una persona está pelando una papa .	Una persona está pelando una papa	5.0	ENTAILMENT
5806	Un hombre rema en canoa	Un hombre rema en un bote	4.2	ENTAILMENT
5904	Un hombre y una mujer están conduciendo por la calle en un jeep .	Un hombre y una mujer conducen por la carretera en un vehículo al aire libre .	4.0	NEUTRAL
5909	Una mujer está vertiendo ingredientes en un tazón .	El chef está sazonando el aceite .	3.1	NEUTRAL
5914	Un caballo está siendo montado por una persona .	Una persona está montando un caballo	5.0	ENTAILMENT
5920	Un caballo está siendo montado por una persona .	Una mujer está cortando patatas	1.0	NEUTRAL
5924	El hombre no hace ejercicios	El hombre esta haciendo ejercicios	3.8	CONTRADICTION
5930	El hombre no hace ejercicios	Dos hombres pelean	2.3	NEUTRAL
5938	Un hombre pone verduras en una olla	Alguien está vertiendo ingredientes en una olla .	4.0	ENTAILMENT
5955	Un perro deja una pelota en la tierra .	Un perro persigue una pelota a través de la tierra .	3.7	NEUTRAL
6001	No hay ningún perro marrón parado en el agua .	Un perro con pelaje dorado está en el agua .	2.8	NEUTRAL
6005	Una niña con una camisa azul está caminando por la acera y sosteniendo un cartel rosa	Una joven junto a un cartel rosa sostiene una camisa azul y camina por la acera	3.4	NEUTRAL
6042	El niño pequeño camina por el agua y es guiado por otra persona .	Un niño pequeño está chapoteando en el agua .	3.4	NEUTRAL
6047	Un hombre y una mujer están en una habitación pintada de beige , con camisas de colores oscuros y un monitor en el fondo .	Un hombre y una mujer están en una habitación de color beige , con camisas de colores oscuros y un monitor en el fondo .	5.0	ENTAILMENT
6078	Una persona que usa jeans está sentada felizmente en la parte superior de una silla de montar	Una mujer en jeans está sentada sobre la silla de un caballo	4.2	NEUTRAL
6119	Un perro marrón y blanco sostiene una pelota de béisbol en la boca .	Un perro blanco y negro está tirando una pelota de béisbol de su boca	3.3	NEUTRAL
6131	Un joven vestido con un traje de baño rojo está saltando a una piscina infantil azul	Un niño vestido con pantalones cortos rojos está saltando a una piscina infantil	4.0	NEUTRAL
6146	Dos personas están de pie en el océano y contemplan la puesta de sol .	Nadie está parado en el océano mirando la puesta de sol	2.5	CONTRADICTION
6153	Un piloto de carreras está de pie y apunta con la mano al cielo .	Un piloto de carreras está sentado y está inmóvil .	3.0	NEUTRAL
6158	Un piloto de carreras está de pie y apunta ferozmente con la mano al cielo .	La persona de la chaqueta azul lleva un casco de colores	1.6	NEUTRAL
6203	Un ciclista sostiene una bicicleta sobre su cabeza en un grupo de personas	Un ciclista se sostiene sobre las cabezas de un grupo de personas con la bicicleta .	3.4	NEUTRAL
6213	Un hombre está sentado en un barco en la fuente de la puesta de sol , cerca de una bandera	Un hombre está parado en un barco frente a la puesta de sol cerca de una bandera .	3.8	NEUTRAL
6219	Un hombre está parado en un barco frente a la puesta de sol cerca de una bandera .	Un hombre está en un bote frente al atardecer .	4.1	ENTAILMENT
6228	La gente en una carrera de resistencia huye de las llamas que salen de los autos .	La multitud está mirando dos coches de carreras que salen de la línea de salida .	2.6	NEUTRAL
6231	Dos perros juegan juntos en la hierba	Dos perros descansan juntos en la hierba	3.3	NEUTRAL
6280	Un perro , que es negro , corre por la hierba .	Un perro negro corre en la hierba .	5.0	ENTAILMENT
6287	Un perro negro corre en la hierba y su lengua cuelga	Un perro negro corre en la hierba .	4.9	ENTAILMENT
6315	Un perro amarillo corre sobre la nieve blanca en un día muy soleado	Un perro amarillo corre sobre la nieve blanca en un día soleado	4.6	ENTAILMENT
6330	Una niña lleva jeans y una camisa rosa y está corriendo .	Un niño con una camisa rosa corre debajo de un árbol en el desierto	2.8	NEUTRAL
6344	Un perro blanco lleva una diadema de renos navideños y está jugando con un perro marrón en el césped	El reno blanco con orejas de perro está cerca de un reno marrón	2.2	NEUTRAL
6358	La mujer con un traje rojo está apoyada contra una pared de ladrillos y toca un instrumento	La mujer vestida de rojo no está apoyada contra una pared de ladrillos y no toca un instrumento .	3.2	CONTRADICTION
6394	Una cascada fluye hacia una piscina poco profunda .	La gente camina por la carretera junto a una hermosa cascada .	2.3	NEUTRAL
6396	Un perro está esparciendo una manada de ovejas blancas en una granja polvorienta	Un perro está pastoreando una manada de ovejas blancas en una granja polvorienta	3.8	NEUTRAL
6450	Un niño lleva una camiseta amarilla y se ríe	Un niño riendo está en un tanque amarillo y lleva una camiseta .	3.5	NEUTRAL
6482	La persona no está parada sobre hielo blanco .	Una persona está parada en un vasto campo de hielo glacial .	3.1	NEUTRAL
6544	El portero de hockey sobre hielo lleva una camiseta amarilla y defiende la portería .	No hay ningún jugador de hockey con camiseta amarilla custodiando la portería	4.0	CONTRADICTION
6568	Una mujer lleva un casco azul y está montando una bicicleta en un estacionamiento	Una mujer está estacionando una bicicleta azul y lleva muchos cascos de montar	3.1	NEUTRAL
6590	Una niña está de pie sobre una pierna .	Una mujer joven está bailando	3.3	NEUTRAL
6592	Una niña está de pie sobre una pierna .	Una chica joven esta bailando	2.7	NEUTRAL
6598	Una abeja se aferra a una flor amarilla .	No hay una pequeña abeja aterrizando en un ramo de flores amarillas .	3.9	NEUTRAL
6625	No hay un perro blanco con manchas beige corriendo por un campo	Un perro bronceado corre por la maleza	2.7	NEUTRAL
6634	Un caballo que tiene un jinete en su espalda está saltando un obstáculo	Un caballo y su jinete están saltando una barrera .	4.5	ENTAILMENT
6649	Dos adolescentes llevan disfraces en un evento	Dos niñas adolescentes llevan disfraces en un evento	4.8	ENTAILMENT
6673	Un aula llena de estudiantes mira atentamente en la misma dirección dentro de una estructura de bambú .	Un grupo de estudiantes uniformados escucha atentamente al frente de la clase .	2.8	NEUTRAL
6705	Un niño , que es pequeño , está al aire libre subiendo escalones al aire libre en un área llena de césped	Un niño pequeño está al aire libre subiendo escalones en una zona de césped	4.9	ENTAILMENT
6709	Un niño con un suéter rosa está subiendo una escalera de hormigón	Un niño pequeño está al aire libre subiendo escalones en una zona de césped	3.5	NEUTRAL
6729	Un niño de naranja está jugando afuera con una bola de nieve .	Un niño está haciendo una bola de nieve .	3.3	NEUTRAL
6740	La gente no está sentada en un banco frente a un restaurante .	Tres personas están sentadas en un banco debajo de unas palmeras .	3.2	NEUTRAL
6756	Un gran perro marrón y un pequeño perro gris están de pie sobre una superficie rocosa	Un gran perro marrón y un pequeño perro gris están de pie sobre una superficie rocosa	4.8	ENTAILMENT
6764	Tres niños descansan sobre rocas a lo largo de un río .	Tres niños caminan sobre rocas a lo largo de un río .	3.8	NEUTRAL
6784	No hay ningún hombre vestido de negro con una elaborada máscara negra	Un hombre vestido de negro lleva una elaborada máscara negra	3.4	CONTRADICTION
6849	Dos niños , que son pequeños , juegan con un coche de juguete en la calle .	Un padre empuja a su hija en un kart y otra niña mira	2.2	NEUTRAL
6866	Un perro dorado corre por un campo de hierba alta	No hay ningún perro marrón corriendo por la hierba verde alta	4.0	NEUTRAL
6912	La mujer que viste el uniforme azul y blanco con un sombrero blanco y azul mantiene la boca abierta y está cerca de otras que están vestidas de la misma manera .	Una mujer lleva una camisa azul con un chaleco blanco y una gorra blanca y está hablando y marchando	3.4	NEUTRAL
6932	El snowboarder está dando una vuelta sobre un montículo de nieve .	Alguien está saltando en el aire sobre una tabla	3.8	ENTAILMENT
6955	Un chico rubio en verde está sentado en un columpio	No hay niña con cabello rubio sonriendo y sentada en un columpio	3.185	NEUTRAL
6961	Un hombre blanco está montando un sombrero y tocando la guitarra .	Un hombre con un sombrero blanco está tocando la guitarra en el escenario	3.0	NEUTRAL
6971	No hay ningún hombre con uniforme rojo dando un salto en una carrera de motos de cross	Un hombre con uniforme rojo está dando un salto en una carrera de motos de cross	3.4	CONTRADICTION
7002	Los jugadores de rugby no se abordan entre sí	Un jugador de fútbol está siendo abordado por su oponente	2.5	NEUTRAL
7007	Un perro blanco está parado sobre hojas caídas	Un perro blanco está acostado sobre hojas caídas	3.8	NEUTRAL
7018	Un niño con ropa de color claro está de pie con los brazos extendidos hacia afuera .	Un niño con ropa de colores claros está de pie con los brazos extendidos hacia afuera .	5.0	ENTAILMENT
7027	El niño y la niña no están jugando en un patio de recreo .	El niño y la niña están jugando en el gimnasio al aire libre .	3.0	NEUTRAL
7043	El piloto de motocross está desnudo	Un ciclista con chaqueta azul , pantalón negro y casco blanco conduce sobre tierra y la gente mira	2.6	NEUTRAL
7044	El piloto de la moto de motocross azul y negra no lleva los pantalones .	Un ciclista con chaqueta azul , pantalón negro y casco blanco conduce sobre tierra y la gente mira	3.2	NEUTRAL
7064	Un truco lo realiza un patinador en una rampa	Un patinador está realizando un truco en una rampa	5.0	ENTAILMENT
7088	Un grupo de futbolistas está parado en el campo .	La multitud está viendo un partido de fútbol .	2.6	NEUTRAL
7093	El grupo de personas está parados juntos y mirando a la cámara .	Un grupo de personas está parados juntos y mirando a la cámara .	5.0	ENTAILMENT
7214	Un perro marrón corre por el patio con un juguete en la boca .	No hay ningún perro marrón corriendo por el patio con un juguete en la boca .	3.8	CONTRADICTION
7228	No hay ningún niño saltando en el aire con las rodillas dobladas y los brazos abiertos .	Una persona con una camisa verde está saltando alto sobre la hierba .	2.6	NEUTRAL
7311	El hombre del sombrero de paja fuma un cigarrillo	Un hombre lleva un sombrero de paja y fuma un cigarrillo .	4.8	ENTAILMENT
7319	Un hombre lleva una camisa azul de mangas largas y jeans y está montando un monociclo por una calle	Un hombre lleva una camisa a cuadros azul y monta un monociclo en la calle	4.3	NEUTRAL
7356	Los niños pequeños están subiendo una estatua en un parque	Dos niños juegan en una estatua .	4.1	NEUTRAL
7363	Una dama rubia está mirando una torre	Una mujer está mirando la vista de una ciudad .	3.3	NEUTRAL
7374	Un hombre está parado en la cima de las rocas con nubes detrás de ellas .	Alguien está parado en la cima de una montaña	3.1	NEUTRAL
7394	Un niño sonríe a la cámara y nada bajo el agua .	Un niño nada bajo el agua en una piscina .	4.1	NEUTRAL
7410	Un futbolista estadounidense lleva la franja roja y blanca	Un jugador de fútbol lleva brazaletes negros .	2.4	NEUTRAL
7445	La niña se balancea y la mujer está parada detrás de ella .	La niña , que es pequeña , se balancea y la mujer está parada detrás	4.9	ENTAILMENT
7448	Un niño pequeño está mostrando entusiasmo en un columpio en el parque	La niña , que es pequeña , se balancea y la mujer está parada detrás	3.6	NEUTRAL
7464	Un surfista está montando la ola	Un hombre se cae de una tabla de surf en el agua .	3.5	NEUTRAL
7466	El grupo de personas está sentado en una habitación oscura .	El grupo de personas está sentado en una habitación oscura .	4.9	ENTAILMENT
7471	Un hombre y dos mujeres en una habitación oscura están sentados en una mesa con velas	El grupo de personas está sentado en una habitación oscura .	3.6	ENTAILMENT
7475	Un hombre y dos mujeres en una habitación oscura están sentados en una mesa con velas .	El grupo de personas oscuras está sentado en una habitación .	2.5	NEUTRAL
7477	Un hombre con una camisa blanca y gafas de sol y un hombre con una camisa negra y gafas de sol están sentados en una mesa con cuatro botellas de cerveza .	Un hombre con una camisa blanca y gafas de sol y un hombre con una camisa negra y gafas de sol están sentados en una mesa con cuatro botellas de cerveza	4.9	ENTAILMENT
7501	La mujer no lleva una chaqueta roja y no sostiene un vaso frente al hombre con una camiseta blanca .	Una persona lleva una chaqueta roja y sostiene una cerveza .	2.4	NEUTRAL
7533	Un niño está mirando a alguien jugando al aire libre y está echando agua sobre el resto de su familia	Un niño sostiene una manguera junto a un hombre y otro niño está mirando .	3.0	NEUTRAL
7541	No hay ningún jugador de fútbol con una camiseta morada corriendo con el balón para un touchdown	Un jugador de fútbol pasa corriendo a un oficial que lleva una pelota de fútbol .	3.3	NEUTRAL
7544	Un jugador de fútbol lleva a un oficial más allá de una pelota de fútbol rodante	Un jugador de fútbol con una camiseta morada corre con el balón para un touchdown	2.9	NEUTRAL
7546	Una joven con un leotardo azul está saltando en el aire	Una joven con un leotardo de color azul está saltando en el aire	5.0	ENTAILMENT
7548	La joven de azul está saltando en el aire	Una joven vestida de azul está saltando en el aire .	5.0	ENTAILMENT
7582	El grupo de hombres está jugando al rugby en un campo lleno de barro	Algunos hombres están jugando al rugby	4.5	ENTAILMENT
7590	Una persona está mirando una bicicleta diseñada para motocross que está acostada de lado y otra está corriendo	El ciclista está mirando el accidente de otro ciclista .	3.1	NEUTRAL
7649	No hay ningún niño con una tira de fútbol verde y corriendo sobre el césped	Un niño lleva una franja de fútbol verde y corre sobre el césped	3.6	CONTRADICTION
7667	El hombre en la playa no está haciendo el pino sobre la arena mojada al borde del agua	El hombre está haciendo el pino sobre la arena mojada al borde del agua en la playa .	3.7	CONTRADICTION
7677	Una joven madre está jugando con su hijo en el parque .	Un niño está jugando en el parque con su madre .	4.5	ENTAILMENT
7718	Un hombre está rociando un súper remojo en la boca de un perro	No hay ningún hombre rociando un súper remojo en la boca de un perro	3.8	CONTRADICTION
7720	No hay ningún hombre rociando un súper remojo en la boca de un perro	Un hombre está echando agua en la boca de un perro blanco con una pistola de agua	2.9	NEUTRAL
7726	Un niño bajo un paraguas está retenido por su padre , que lleva un abrigo azul .	Un niño , que lleva un abrigo azul , está sostenido por su padre bajo un paraguas .	4.3	NEUTRAL
7734	Un niño bajo un paraguas está retenido por su padre , que lleva un abrigo azul .	Un niño está experimentando un mundo nuevo	1.5	NEUTRAL
7743	Un perro está jugando solo en una playa cubierta de nieve .	Un perro camina por un ventisquero	3.2	NEUTRAL
7772	Un surfista está montando una gran ola a través del agua verde oscuro	El surfista está montando una pequeña ola	3.9	CONTRADICTION
7795	Un jugador de tenis se lanza hacia la izquierda	Un tenista salta hacia la izquierda .	4.4	ENTAILMENT
7820	Dos perros miran algo que salpica en el agua .	Algunos perros no juegan en una corriente .	3.7	NEUTRAL
7877	Un hombre con un sombrero de vaquero azul está montando un caballo blanco	Un hombre de azul está a caballo en un camino de tierra	3.9	NEUTRAL
7889	Dos perros blancos juegan con un perro marrón y una pelota de tenis	Dos perros blancos están jugando con un perro marrón y una pelota .	4.7	ENTAILMENT
7932	Una persona con una chaqueta rosa corre hacia el campo .	Cuatro atletas están con una mujer en un estadio lleno de gente .	2.0	NEUTRAL
7937	Una mujer vestida con ropa elegante está dentro de una multitud de personas y está mirando hacia arriba .	Una mujer vestida con ropa elegante está dentro de una multitud de personas y está mirando hacia abajo .	3.1	NEUTRAL
7938	Una mujer asiática sostiene un pañuelo de piel	Una mujer elegante está dentro de una multitud de personas y está mirando hacia abajo .	2.2	NEUTRAL
7947	Un niño con una camiseta blanca está chapoteando en aguas poco profundas	Un niño corre por el agua en la playa .	3.4	NEUTRAL
7950	Una niña corre por el agua en la playa .	Un niño con una camiseta blanca está chapoteando en aguas poco profundas	2.3	NEUTRAL
7951	Un niño con una camiseta blanca está chapoteando en aguas poco profundas	Un niño corre por el agua en la playa .	3.5	NEUTRAL
7997	Los niños no llevan traje y el agua salpica	Los niños en traje de baño están jugando en el agua .	2.8	NEUTRAL
8057	Una niña lleva un traje de baño estampado azul , un gorro de baño negro y amarillo y tiene gafas de natación azules en la cabeza .	Una niña lleva un traje de baño estampado azul , un gorro de baño negro y amarillo y tiene gafas de natación azules en la cabeza .	4.8	ENTAILMENT
8122	Una animadora está sentada sobre la rodilla de un animador masculino	Algunas animadoras se están relajando	3.0	NEUTRAL
8138	La niña tiene el pelo y las cejas rojas , varios piercings en una oreja y un dibujo en la espalda	La niña tiene el pelo y las cejas rojas , varios piercings en una oreja y un tatuaje en la espalda .	4.4	ENTAILMENT
8141	La niña tiene el pelo y las cejas rojas , varios piercings en la oreja y ningún tatuaje en la espalda .	Una chica con cabello rojo y cejas rojas está en midspeech .	3.0	NEUTRAL
8163	Dos personas conducen un jeep y una dama está sentada en la parte superior .	Dos personas conducen un jeep y una niña está sentada en la parte superior .	4.8	ENTAILMENT
8193	Los adultos y los niños no están reunidos cerca de una disposición de asientos al aire libre .	Los adultos y los niños se reúnen cerca de una disposición de asientos al aire libre .	4.4	CONTRADICTION
8212	Una niña tiene manchas de color en las mejillas .	Una niña está de pie en un grupo y lleva una camisa negra y cuentas rosas .	2.4	NEUTRAL
8220	Dos perros corren por el agua	Dos perros corren por la hierba alta	3.335	NEUTRAL
8263	Algunas personas y vehículos están en una calle concurrida .	Algunas personas y vehículos están en una calle casi vacía .	4.2	CONTRADICTION
8313	Una niña con la cara pintada está de pie junto a otros niños .	Los niños se visten con disfraces y juegan un juego .	3.1	NEUTRAL
8326	No hay ciclista de BMX saltando rampas de tierra frente a un cuerpo de agua	Dos ciclistas de BMX están saltando rampas de tierra frente a un cuerpo de agua	4.4	CONTRADICTION
8334	Un hombre está haciendo un truco en una patineta .	Una persona está haciendo un truco en una patineta .	4.4	ENTAILMENT
8343	Un hombre con uniforme de motocross lleva un casco y monta una motocicleta roja	Una persona con uniforme de motocross lleva casco y monta una motocicleta roja	4.8	ENTAILMENT
8362	Un niño con una camisa a rayas está saltando detrás de una fuente de agua .	Un niño con una camisa a rayas está saltando frente a una fuente de agua .	4.2	NEUTRAL
8375	Dos perros grandes , uno de color claro y otro oscuro , duermen en un terreno nevado	Dos perros saltan a través de rocas y hierba nevada	2.4	NEUTRAL
8383	Una chica de azul se desliza por un tobogán verde	La joven de azul está disfrutando de un tobogán	4.3	ENTAILMENT
8389	Un hombre blanco camina junto a un edificio en una gran ciudad .	Un hombre negro camina junto a un edificio en una gran ciudad .	3.3	NEUTRAL
8461	Un hombre sin sombrero está sentado en el suelo .	Un hombre con un sombrero al revés está sentado en el suelo	4.0	NEUTRAL
8471	Una niña con suéter azul sostiene un juguete multicolor y está sentada sobre los hombros de un anciano con cabello gris	Una niña con un suéter azul sostiene un juguete multicolor y está sentada sobre los hombros de un hombre con cabello gris	4.6	ENTAILMENT
8500	El hombre va al agua	La persona se va al mar	4.1	NEUTRAL
8505	Dos personas están sentadas en un banco del parque en un día soleado	Dos personas están sentadas en un banco del parque en un día caluroso	4.3	NEUTRAL
8548	El niño está salpicando agua en una gran piscina roja .	Un niño pequeño está chapoteando dentro de una piscina infantil azul	3.1	NEUTRAL
8558	Un perro sedoso gris está tumbado en la hierba y un perro marrón está mirando	El perro marrón está viendo a un perro negro tirado en la hierba seca	3.2	NEUTRAL
8576	Un perro negro y un pequeño perro blanco y negro están mirando hacia la encimera de la cocina	Un perro grande y un perro pequeño están parados junto a la encimera de la cocina y están investigando	4.2	ENTAILMENT
8632	Un hombre no está escalando rocas y una ciudad y una bahía están al fondo	Un hombre está escalando rocas y una ciudad y una bahía están en el fondo	4.4	CONTRADICTION
8633	Un hombre está escalando , haciendo una pausa y calculando la ruta .	Un hombre está escalando rocas , deteniéndose y calculando la ruta .	4.8	ENTAILMENT
8658	Ningún grupo de personas se reúne en un stand en la feria .	La gente está parada en un carnaval .	3.8	NEUTRAL
8660	Un grupo de patinadores hace fila en la calle	Un grupo de patinadores se alinea en la carretera .	4.9	ENTAILMENT
8678	Un patinador está saltando de una rampa	Un patinador está saltando de una rampa	4.8	ENTAILMENT
8700	Un pájaro negro y naranja está parado en la hierba .	El pájaro negro con pico amarillo está parado en la hierba verde	4.0	NEUTRAL
8714	Dos perros blancos corren rápidamente juntos	Dos perros blancos corren juntos	4.6	ENTAILMENT
8727	Un grupo de personas está de pie alrededor de una mesa de mezclas de sonido .	Algunas personas miran equipos de sonido .	3.5	ENTAILMENT
8786	Una niña está saltando la cuerda en una acera	Una niña está saltando la cuerda cerca de una calle .	4.3	ENTAILMENT
8792	Una niña está saltando la cuerda en una acera cerca de un estacionamiento	Una niña está saltando la cuerda cerca de una calle .	3.7	NEUTRAL
8806	Un perro nada en un cuerpo de agua .	Un animal nada en un cuerpo de agua .	4.5	ENTAILMENT
8832	Una mujer está apoyada en la repisa de un balcón	Un hombre está apoyado en la repisa de un balcón	3.8	NEUTRAL
8841	Un pequeño perro blanco corre por un césped	Un gran perro blanco corre por el césped	3.1	NEUTRAL
8855	El perro lleva una correa y camina cerca del agua .	Un perro negro con una correa está caminando en el agua .	4.5	NEUTRAL
8938	Un niño con pantalones cortos naranjas está parado en un acantilado de roca sobre el agua y el otro niño con pantalones cortos negros está saltando al agua .	Dos machos están parados en el borde de un acantilado y uno está saltando al agua .	4.0	NEUTRAL
8963	Un pequeño grupo de personas están de pie y dos sentados en el sofá .	Un grupo de cinco adultos jóvenes descansa en el interior .	3.8	NEUTRAL
8986	Una joven en bikini está saltando en la playa	Una niña en la suite de natación está saltando en la playa	4.4	ENTAILMENT
9014	Un niño rubio baja por un tobogán y levanta los brazos .	Un niño con cabello oscuro baja por un tobogán y levanta los brazos .	3.7	CONTRADICTION
9029	Dos perros están jugando en un bosque .	Un perro marrón corre detrás de un perro negro en una orilla rocosa	2.3	NEUTRAL
9036	Un perro blanco se acerca a un perro dorado en la playa de guijarros	Dos perros juegan en una playa rocosa	2.9	NEUTRAL
9056	Dos niñas llevan sombreros y sacan sus lenguas de colores	Dos niños sobresalen lenguas de color azul y verde	3.6	NEUTRAL
9069	Dos niños están tendidos en el océano cerca de la playa .	Dos niños están tendidos en el agua cerca de la playa .	4.4	ENTAILMENT
9093	Un hombre grande está sentado en una tienda de accesorios militares .	Un veterano está mostrando cosas diferentes de una guerra a algunas personas .	2.8	NEUTRAL
9102	Un perro con collar azul está jugando con la pelota afuera	Un perro gris rebota una pelota de fútbol en la cabeza en un campo de hierba	3.4	NEUTRAL
9125	Una mujer joven con ropa india y henna en la mano está pasando por el papeleo	Una mujer lleva una camisa colorida y muchas joyas .	2.4	NEUTRAL
9132	Un hombre con una camiseta negra está de pie en un gimnasio .	Un hombre con una camiseta negra está de pie en un gimnasio .	4.9	ENTAILMENT
9136	Un hombre con una camiseta negra está de pie en un gimnasio .	Un hombre está de pie en un gimnasio y lleva una camiseta .	4.5	ENTAILMENT
9169	Un perrito marrón y blanco corre en la acera	Un perrito marrón y blanco corre en la carretera	3.7	NEUTRAL
9188	Un perro gira sobre el césped y persigue una pelota de tenis voladora .	Un perro amarillo persigue una pelota .	4.4	NEUTRAL
9198	Una mujer en jeans azul está de pie frente a un grupo de niños al lado de una casa de piedra	Ninguna dama está parada en la calle y está rodeada de escolares .	3.2	NEUTRAL
9200	Una dama está de pie en la calle y está rodeada de escolares .	Un hombre en jeans está parado frente a un grupo de niños al lado de una casa construida en piedra	2.0	NEUTRAL
9211	Un chico está saltando en el aire en madera .	Un chico está saltando en el aire en una zona boscosa .	4.3	NEUTRAL
9224	Un perro corre con una pelota .	El perro negro lleva una bola azul y blanca en la boca .	4.0	NEUTRAL
9242	El hombre de azul posa para una foto junto a un vehículo .	Un hombre está parado al volante de un automóvil americano clásico que tiene la puerta y el maletero abiertos	3.2	NEUTRAL
9287	Un hombre está esquiando cuesta abajo y saltando un obstáculo rojo .	Un hombre está haciendo snowboard por una barandilla en la nieve .	3.1	NEUTRAL
9303	El patinador está saltando en el aire	Un patinador está saltando en el aire .	4.9	ENTAILMENT
9314	Un snowboarder está triturando un largo riel de hormigón	Una persona está haciendo acrobacias en una tabla de snowboard .	3.3	NEUTRAL
9336	Un grupo de personas camina por la calle y una persona con un sombrero verde está hablando por teléfono .	Cuatro personas caminan por la acera de una ciudad y el del sombrero verde está llamando a alguien	4.2	NEUTRAL
9359	Un surfista está surfeando una gran ola .	Un surfista está surfeando una gran ola .	4.9	ENTAILMENT
9371	Una persona con una chaqueta con capucha roja y una mochila negra camina cerca de una pared rocosa .	Un hombre con una chaqueta roja y pantalones caqui camina por un estado europeo	3.0	NEUTRAL
9380	Los jugadores están maniobrando por el balón de fútbol .	Un hombre de verde está pateando una pelota de fútbol y un hombre de morado y blanco se levanta	3.5	NEUTRAL
9401	El hombre vestido con chaparreras de cuero y una camisa morada está de pie frente a alguien que mira	Un hombre lleva una camisa morada y chaparreras de cuero negro y está posando para la cámara	3.3	NEUTRAL
9424	Un perro está en una zona arenosa con la arena que se agita en el aire y varias plantas están en el fondo	Un perro está en la arena que sopla en el aire .	4.1	NEUTRAL
9425	No hay perro en la arena que sopla con el viento	Un perro está en una zona arenosa con la arena que se agita en el aire y varias plantas están en el fondo	4.0	CONTRADICTION
9433	El perro blanco y negro corre en un jardín verde	Un perro blanco y negro corre al aire libre	4.4	ENTAILMENT
9452	Un perro salta al aire en el campo .	Un perro salta a la sombra de unos árboles .	3.7	NEUTRAL
9453	Un perro salta a la sombra de unos árboles .	Un gato está saltando alto en el aire en el campo .	1.6	NEUTRAL
9490	Un grupo de cuatro perros marrones están jugando en un campo de hierba marrón	Cuatro perros no juegan en una zona de césped .	4.0	CONTRADICTION
9500	Un gran perro manchado marrón y blanco está acostado sobre una chaqueta en la calle	El perro está durmiendo la siesta en el parque .	2.9	NEUTRAL
9545	Un hombre en una bicicleta deportiva amarilla está haciendo un caballito y un amigo en una bicicleta negra se está poniendo al día .	El piloto vestido de naranja conduce una motocicleta sobre una rueda	2.8	NEUTRAL
9571	Un anciano está sentado en un banco y lleva una chaqueta gris y pantalón negro .	Un anciano está sentado en un banco	4.5	ENTAILMENT
9584	La mujer sostiene el pincel junto al caballete del artista .	La dama sostiene el pincel junto al caballete del artista .	4.9	ENTAILMENT
9623	Un hombre lleva una camisa azul y camina descalzo en una cancha de tenis	Una mujer lleva una camisa azul y camina descalza en una cancha de tenis	3.6	NEUTRAL
9669	La niña juega en el borde de una fuente y una mujer mayor la mira	Una niña juega en el borde de una fuente y una mujer mayor la mira	4.8	ENTAILMENT
9677	Una niña juega en el borde de una fuente y una mujer mayor la mira	Una niña y una mujer vestida con una camisa amarilla son salpicadas por una fuente de la ciudad	3.5	NEUTRAL
9706	Un perro blanco y negro con una rama grande está de pie en el campo .	Un perro blanco y negro con una rama grande corre en el campo	4.2	CONTRADICTION
9713	Un perro blanco y negro lleva un palo enorme sobre la hierba verde	Un perro blanco y negro con una rama grande corre en el campo	4.5	ENTAILMENT
